index,aid,code,source,target,eventtext,sentence,sentence_id
1755,23873100,174,.,outposts.,added <*2*> ... removed.,He added that 20 to 30 outposts would soon be removed ..,9
1756,23873100,010,Leaders.,an overnight meeting.,saying ... were informed at <*6*>.,"Leaders of the council of settlements expressed dismay , saying that despite continuing negotiations , they were informed at an overnight meeting with the chief of the army 's Central Command that orders had gone out to remove the outposts ..",12
1757,23873100,010,The council.,tonight.,said.,"The council said tonight that it would fight the removal of outposts by democratic means , and it urged settlers not to clash with soldiers ..",15
1758,23873100,171,The clashes.,place.,<and> ... took.,"The clashes between Israeli soldiers and Palestinians in the Gaza Strip took place in Rafah , near the border with Egypt , and left two youths , 16 and 17 , dead ..",16
1759,23873100,193,fire.,Palestinian gunmen [PSEUAF].,traded fire.,"According to some accounts from the scene , Palestinian gunmen traded fire with Israeli soldiers and tanks guarding bulldozers that were demolishing buildings , while other reports said that the Palestinians had only thrown stones ..",18
1760,23873100,193,Palestinian gunmen [PSEUAF].,fire.,traded fire.,"According to some accounts from the scene , Palestinian gunmen traded fire with Israeli soldiers and tanks guarding bulldozers that were demolishing buildings , while other reports said that the Palestinians had only thrown stones ..",18
1761,23873100,190,army ... the <ARMY> [*1*MIL].,the ... family homes.,"<['BLEW',> <'UP']>.","At Salfit , south of Nablus in the West Bank , the army blew up the family homes of two members of the militant group Hamas who are accused of killing an Israeli couple and wounding two of their children in August ..",20
1762,23873100,193,the clash.,teenage boys.,<*1*> ... killed in ... clash.,Two teenage boys were killed in the clash ..,22
1763,22579573,010,the best way.,an ... interview.,said.,"`` I hate to say it , but the best way to minimize violence is acquiescence , '' Dr. Wolfgang said in an interview ..",11
1764,22579573,110,The situation.,that.,differs.,"The situation for the victim in a robbery , which the assailant usually wants to end quickly , differs from that in which a person is held hostage for a period by a gunman ..",33
1765,22579573,010,No one.,certainty.,can say.,No one can say with certainty what to do in every case ..,36
1766,22579573,120,Every specific strategy.,others.,<and> ... failed.,"`` Every specific strategy has both worked for some victims and has failed for others , '' Dr. Nicholas A. Groth , a psychologist at the Somers Correctional Institution in Connecticut , cautioned ..",37
1767,22579573,060,resistance.,the incidence.,increased.,"However , resistance also increased the incidence of injury ..",41
1768,22579573,190,robbers <UNARMED> <ROBBERS> [*1*CRM].,attack.,begin ... attack.,"Unarmed robbers often begin their attack with a beating , perhaps to convince the victim that he must submit ..",47
1769,22579573,010,Dr. Cook.,many murders.,.,"Dr. Cook said many murders in robberies seemed connected to an earlier situation , such as drug dealing ..",50
1770,22579573,010,.,the nation ... largest cities.,.,"Writing in `` Crime and Justice  An Annual Review of Research '' -LRB- University of Chicago , 1983 -RRB- , he noted that the nation 's six largest cities , with only 8 percent of the nation 's population , had 33 percent of the robberies while people in New York City alone were the victims in 18 percent of the nation 's robberies ..",53
1771,23971704,190,American military [USAMIL].,first major assault.,has begun ... assault.,"The American military has begun its first major assault against Shiite insurgents , striking at their enclaves here and in Diwaniya in an effort to regain control in southern Iraq ..",0
1772,23971704,171,Mr. Sadr ... followers.,positions.,have taken.,"Mr. Sadr 's followers have taken up positions in mosques in the cities , stockpiling weapons and daring the Americans to come after them ..",2
1773,23971704,171,The operation.,place.,<and> ... took.,The operation began at 11 p.m. on Tuesday and took place in two waves ..,3
1774,23971704,190,Diwaniya.,militiamen <MILITIAMEN> [*1*UAF].,<*1*UAF> ... killed in <*2*>.,"At least nine militiamen were killed in Diwaniya , a Sadr spokesman told Agence France-Presse ..",10
1775,23971704,190,the ... Americans.,buildings.,<and> ... raided.,"Red tracer rounds arced through the sky , and the Americans returned fire down narrow alleys and raided buildings ..",12
1776,23971704,190,the ... Americans.,fire.,<and> ... returned fire.,"Red tracer rounds arced through the sky , and the Americans returned fire down narrow alleys and raided buildings ..",12
1777,23971704,010,Explosions.,the city.,echoed.,Explosions echoed across the city ..,13
1778,23971704,190,American soldiers [USAMIL].,Najaf.,surrounded.,"For weeks , as fighting raged in the Sunni city of Falluja , more than 2,500 American soldiers surrounded Najaf , just 40 miles south of here , where Mr. Sadr is based ..",17
1779,23971704,190,American soldiers [USAMIL].,miles  south of.,surrounded.,"For weeks , as fighting raged in the Sunni city of Falluja , more than 2,500 American soldiers surrounded Najaf , just 40 miles south of here , where Mr. Sadr is based ..",17
1780,23971704,183,suicide bombers.,suicide bombers.,"<['BLEW',> <'UP',> <'-> <&WEAPON> <*>                                           <[183]>         <#> <EXPLODE']>.","In early March , suicide bombers blew themselves up around the Shiite shrines here and in Baghdad during a Shiite festival , killing nearly 200 ..",23
1781,23971704,171,The assault.,place southwest.,took.,The assault on Wednesday morning took place southwest of the shrines ..,24
1782,23971704,010,Col. <COL.> Peter Mansoor [*2*MIL].,city leaders.,.,"Col. Peter Mansoor of the First Armored Division , which moved into this region from Baghdad after its tour was extended , said city leaders met with American officers on Sunday and `` made it very clear they do not want this to look like Falluja . ''.",26
1783,23971704,010,American commanders [USAMIL].,members.,.,"Before the recent operation here began , American commanders estimated there were 200 to 500 members of Mr. Sadr 's militia in Karbala and 300 to 400 in Diwaniya ..",27
1784,23971704,030,American commanders [USAMIL].,the strikes.,said <*1*> ... intended.,American commanders said the strikes in Karbala and Diwaniya were intended to rout the Mahdi Army from cities near Najaf and isolate Mr. Sadr ..,29
1785,23971704,040,Battalion ... Regiment [*1*MIL].,last Saturday.,arrived.,"The unit leading assaults here , the First Battalion , 37th Armored Regiment of the First Armored Division , arrived last Saturday in Camp Lima , about five miles east of the city center ..",30
1786,23971704,183,A roadside bomb a ... rocket-propelled grenade.,the front.,exploded.,A roadside bomb and a rocket-propelled grenade exploded at the front of the second armored vehicle ..,36
1787,23971704,190,Soldiers <SOLDIERS> [*1*MIL].,an alleyway.,fired.,Soldiers fired back down an alleyway with tracer rounds from M-16 's and powerful 25-millimeter rounds from a Bradley fighting vehicle ..,37
1788,23971704,190,A tank.,the governorate building.,fired.,"A tank fired at the governorate building , setting off such a spectacular inferno that officers said the place must have been an ammunition dump ..",39
1789,23971704,183,Deadly Car-Bombing.,Thursday morning.,exploded.,Deadly Car-Bombing in Baghdad A suicide car-bomb exploded Thursday morning in a line of vehicles at an American checkpoint on a bridge that leads to the compound that houses many of the American administrators in Iraq ..,43
1790,23971704,040,The bomb.,.,went.,"The bomb went off at about 720 a.m. , killing at least six Iraqi civilians and wounding three American soldiers , two of them seriously , a senior American military official said ..",44
1791,22922154,010,Company <LEAD> <THE> <PACIFIC> <LUMBER> <COMPANY> [*3*BUS].,today.,said.,"LEAD  Under pressure from environmentalist groups , the Pacific Lumber Company said today that it would reverse its two-year old policy of accelerated cutting of trees in virgin redwood forests ..",0
1792,22922154,010,Company <THE> <PACIFIC> <LUMBER> <COMPANY> [*1*BUS].,today.,said.,"Under pressure from environmentalist groups , the Pacific Lumber Company said today that it would reverse its two-year old policy of accelerated cutting of trees in virgin redwood forests ..",1
1793,22922154,060,The acquisition.,birth.,gave.,"The acquisition , after a bitter takeover fight , gave birth to an uneasy alliance of environmental groups , loggers and residents of Scotia , Pacific 's company town in Humboldt County ..",4
1794,22922154,010,Bradlee Welton ... assistant secretary ... the ... Redwoods League.,Pacific.,said.,"Bradlee Welton , assistant secretary of the Save the Redwoods League , said he would have to see how Pacific carries out the plan ..",10
1795,22922154,110,The league.,any.,opposes.,The league opposes any logging in virgin redwood forests ..,12
1796,22922154,010,.,half.,.,He estimated that half of the redwoods in these areas were old-growth trees ..,14
1797,22922154,010,.,the shift.,.,He said the shift in policy reflected Pacific 's recent inability to get wholesale harvest plans approved by the California Division of Forestry ..,16
1798,22922154,010,Role.,the decision.,.,"Role of Demonstrations Pacific Lumber said the decision to revert to a selective cut followed discussions with two California assemblymen , Byron Sher and Dan Hauser ..",18
1799,22922154,010,Mr. Hauser.,a ... statement.,said.,Mr. Hauser said in a statement that the company 's decision had been impeded by environmentalists who have staged demonstrations and tree sit-ins to block logging ..,20
1800,22922154,110,Joe Wild ... a member.,the announcement.,<and> ... dismissed.,"Joe Wild , a member of Earth First , dismissed the announcement as a public relations gesture and said sit-ins would continue ..",21
1801,22489389,141,West Germans ... Arabs.,today.,demonstrated.,A thousand West Germans and Arabs demonstrated here today against Israeli attacks on west Beirut ..,0
1802,23933588,190,today.,rocket-propelled grenades.,fired.,"In the northern city of Mosul today , attackers reportedly fired rocket-propelled grenades into a police station , wounding several people ..",8
1803,23933588,012,The events.,Iraqi policemen [IRQOCCCOP].,involved.,The events this morning involved about 10 Iraqi policemen in a lightly trained and unarmed unit that protects public buildings ..,20
1804,23933588,090,men ... the <MEN> [*1*PPL].,cars.,were ... visit <SEARCHING>.,The men were searching cars entering a parking lot used mostly by Iraqis who work at the compound or visit it for business ..,21
1805,23933588,010,.,a ... line.,.,"One of the officers said there was a line of three cars waiting , including an old white Mercedes ..",22
1806,23933588,020,Ahmed.,the Mercedes driver.,asked.,Ahmed asked the Mercedes driver to open the hood and trunk and step out of the car ..,24
1807,23933588,112,Izmat Hamza ... a driver.,a ... huge blast.,said ... blew.,"Izmat Hamza , 43 , a driver who was waiting in the parking lot , said that he saw several officers milling around the lot , then a huge blast blew out all the windows on one side of his minivan ..",27
1808,23933588,010,police ... the <POLICE> [*1*COP].,flames.,said.,"The bomber 's body from the waist down , the police said later , lay in flames next to the car , reduced to a blackened heap ..",30
1809,23933588,010,The guards.,The guards.,.,"The guards said they believed that it was the Mercedes that exploded , but a white Mercedes sat intact at the site of the blast ..",32
1810,23933588,010,An investigator.,the ... car.,said.,"An investigator with the Iraqi police , who spoke on the condition of anonymity , said the car that exploded was actually a Toyota Corolla that belonged to the Iraqi Army ..",33
1811,23933588,010,some officials.,some officials.,.,"While some officials said they believed that the bomber had hoped to get into the compound , the wounded officers said they thought that they themselves , as Iraqi police officers , were the target , as has been the case in several past attacks ..",35
1812,23933588,046,some anger.,.,spoke with.,"He spoke with some anger that he and his fellow guards , for the salary of $ 120 a month , have become what he said was a vulnerable , and unarmed , first line of defense ..",37
1813,23933588,046,.,some anger.,spoke with.,"He spoke with some anger that he and his fellow guards , for the salary of $ 120 a month , have become what he said was a vulnerable , and unarmed , first line of defense ..",37
1814,23286357,170,bad weather.,kidnappers ... the <KIDNAPPERS> [*1*CRM].,<*1*CRM> ... forced by <*2*>.,"The kidnappers , who were holding five hostages today after the Russian Government had given them $ 10 million in ransom , had been forced by bad weather to wait at an airfield in this southern resort town since Friday ..",1
1815,23286357,0352,.,The ... hostages.,demanded <PROMISED> ... free <&HOSTAGE>.,"They promised to free the remaining hostages in Makhachkala , but demanded to take aboard a special Foreign Ministry envoy , Valentina Petrenko , saying she would be freed once they reach Baku , capital of neighboring Azerbaijan ..",8
1816,23286357,010,Itar-Tass.,authorities ... the <AUTHORITIES> [*2*GOV].,.,Itar-Tass said the authorities feared the kidnappers would land in the Caucasus Mountains along Russia 's southern border and escape ..,9
1817,22738172,173,The police.,people <PEOPLE> [*2*PPL].,police arrested.,"The police arrested 111 people during street clashes today with Moslem militants demanding the application of Islamic law in Egypt , security officials said ..",0
1818,22738172,173,The police.,today.,police arrested.,"The police arrested 111 people during street clashes today with Moslem militants demanding the application of Islamic law in Egypt , security officials said ..",0
1819,22738172,165,police ... the <POLICE> [*1*COP].,gas.,<and> ... fired tear.,The police fired tear gas and charged the demonstrators with clubs to disperse them as they marched through the streets of Asyut shouting anti government slogans ..,1
1820,23989893,190,battles.,insurgents <INSURGENTS> ... forces [*2*REB].,<&FIGHT> ... erupted.,"Pitched battles erupted between insurgents and American and Iraqi forces on Sunday in the northern city of Mosul , and American armored vehicles encircled a town near the Syrian border where the revolt had spread , prompting residents to flee ..",0
1821,23989893,190,Sunday.,battles.,<&FIGHT> ... erupted.,"Pitched battles erupted between insurgents and American and Iraqi forces on Sunday in the northern city of Mosul , and American armored vehicles encircled a town near the Syrian border where the revolt had spread , prompting residents to flee ..",0
1822,23989893,190,battles.,the northern city.,<&FIGHT> ... erupted.,"Pitched battles erupted between insurgents and American and Iraqi forces on Sunday in the northern city of Mosul , and American armored vehicles encircled a town near the Syrian border where the revolt had spread , prompting residents to flee ..",0
1823,23989893,190,insurgents <INSURGENTS> ... forces [*2*REB].,battles.,<&FIGHT> ... erupted.,"Pitched battles erupted between insurgents and American and Iraqi forces on Sunday in the northern city of Mosul , and American armored vehicles encircled a town near the Syrian border where the revolt had spread , prompting residents to flee ..",0
1824,23989893,190,battles.,Sunday.,<&FIGHT> ... erupted.,"Pitched battles erupted between insurgents and American and Iraqi forces on Sunday in the northern city of Mosul , and American armored vehicles encircled a town near the Syrian border where the revolt had spread , prompting residents to flee ..",0
1825,23989893,190,the northern city.,battles.,<&FIGHT> ... erupted.,"Pitched battles erupted between insurgents and American and Iraqi forces on Sunday in the northern city of Mosul , and American armored vehicles encircled a town near the Syrian border where the revolt had spread , prompting residents to flee ..",0
1826,23989893,190,American [USA].,a ... town.,encircled.,"Pitched battles erupted between insurgents and American and Iraqi forces on Sunday in the northern city of Mosul , and American armored vehicles encircled a town near the Syrian border where the revolt had spread , prompting residents to flee ..",0
1827,23989893,171,The ... assaults.,American military [USAMIL].,<and> ... took.,"The coordinated assaults took the American military by surprise , and commanders say they are struggling now to root out entrenched guerrilla cells ..",6
1828,23989893,010,American soldiers [USAMIL].,A ... problem.,underscore.,"American soldiers battled an insurgent uprising in Tal Afar in early September.The attacks in northern Iraq underscore a growing problem for American forces -- namely , that battlefield victories can be quickly undermined after the Americans leave and weaker Iraqi security forces are left to hold the area ..",14
1829,23989893,190,The mujahedeen.,The ... Americans.,are attacking.,"`` The mujahedeen are attacking the Americans , who have been inside the city for two days now , '' said Sabah Muhammad as he drove from the town with two dozen family members packed into two trucks ..",16
1830,23989893,074,.,families.,must protect.,`` So we must protect our families . ''.,17
1831,23989893,190,A group.,prison a ... prison [*3*COP].,<and> ... raided.,"A group of gunmen raided a prison and let out all the prisoners before bombing the building , he said ..",20
1832,23989893,010,hospital <MR.> <FAWZI> ... the <HOSPITAL> <DIRECTOR> [*1*HLH].,dead.,said ... had counted.,"Mr. Fawzi , the hospital director , said he had counted two dead and 22 injured from the fighting on Sunday ..",24
1833,23989893,193,roadside bombs.,security officers ... the <SECURITY> <OFFICERS> [*1*COP].,<*1*COP> <&WEAPON> ... hit.,"The security officers were hit by roadside bombs as soon as they crossed to the west bank of the Tigris on their way to the Sheik Fatih police station , Colonel Hastings said ..",27
1834,23989893,072,American [USA].,light-armored Stryker vehicles.,<&MILITARY> ... arrived.,American soldiers arrived in light-armored Stryker vehicles to join in the fighting ..,30
1835,23989893,171,.,hours.,took.,It took five hours for the American and Iraqi forces to kill or chase away the insurgents ..,31
1836,23989893,010,.,a ... scene.,saw.,"`` Then I saw a scene I will never forget for the rest of my life , '' he said ..",34
1837,23989893,041,.,thousands.,<and> ... called.,"But he had lost faith in the police and had called in thousands of Kurdish militiamen and Iraqi Army soldiers , said an aide , Jasim Muhammad ..",38
1838,23989893,112,professor ... a <PROFESSOR> ... Momen Khalaf Othman [*1*EDU].,A ... clash.,said <*2*> ... killed in ... clash.,"A professor who was visiting from the United Arab Emirates , Momen Khalaf Othman , said his brother-in-law had been killed in a clash at the start of the uprising , and his family saw gunmen wandering the cemetery as they buried the body ..",40
1839,23989893,010,.,bodies.,saw.,"`` I saw three bodies on the ground that no one had buried , and I noticed that one of those bodies had been half-eaten by dogs . ''.",42
1840,22366634,051,the ... F.A.R.N..,a ... stronger alliance.,had favored.,"Mindful that popular support for the left was waning , the F.A.R.N. had favored a stronger alliance with non-Marxist sectors , followed by an immediate armed insurrection ..",4
1841,22366634,100,the ... organization.,an ... early offensive.,was <INSIST>.,"Even after the collapse of secret talks with liberal army officers , the organization continued to insist on an early offensive , but was opposed by other groups that demanded more time ..",5
1842,22366634,110,other groups.,the ... organization.,<*1*> ... opposed by <*3*>.,"Even after the collapse of secret talks with liberal army officers , the organization continued to insist on an early offensive , but was opposed by other groups that demanded more time ..",5
1843,22366634,040,the F.A.R.N..,the F.A.R.N..,decided ... go.,"At that point , the F.A.R.N. decided to go it alone ..",6
1844,22366634,190,people <PEOPLE> [*1*PPL].,this year.,have died.,"But while the left may be losing the political initiative and seems incapable of an outright military victory over El Salvador 's powerful armed forces , violence continues unabated in the tiny , overcrowded Central American nation ; some 6,000 people have died in extremist attacks so far this year ..",7
1845,22366634,1053,militants <LEFTIST> <MILITANTS> [*1*UAF].,the ... release.,demanding ... release of.,"Leftist militants last week were still holding 14 hostages in the local offices of the Organization of American States , demanding the release of 17 union leaders who planned a nationwide electricity blackout last month ..",8
1846,22366634,190,victims <THE> <APPARENT> <VICTIMS> [*5*CVL].,squads.,hit.,"There were daily clashes between soldiers and guerrillas , while each morning the bullet-riddled bodies of suspected leftist sympathizers were found , the apparent victims of right wing `` hit squads . ''.",9
1847,22366634,112,The F.A.R.N..,A ... car crash.,announced <*2*MIL> ... killed in <*3*>.,"The F.A.R.N. also announced that its top commander , Ernesto Jovel Funes , was killed in a car crash ..",10
1848,22366634,120,junta ... the <JUNTA> [*1*GOV].,suggestions.,became ... rejecting <&PROPOSAL>.,"The junta became increasingly conservative , rejecting suggestions for dialog with the opposition and identifying the armed left as its sole enemy ..",17
1849,22366634,060,.,popular disgust.,had benefited.,"For five years , until the funeral for Archbishop Romero on March 30 , when young rebels apparently provoked the incident that left 38 people dead , it had benefited from popular disgust with army-backed repression ..",25
1850,22366634,08,Negotiation.,a ... program.,failed ... yield.,Negotiation failed to yield a program that the Democratic Revolutionary Front could agree upon and proclaim abroad ..,31
1851,22366634,190,armed forces ... the <ARMED> <FORCES> [*1*UAF].,anyone.,<and> ... shoot.,"The armed forces , in the words of one foreign diplomat , `` still shoot anyone who looks suspicious '' and seem determined to continue doing so until the left is wiped out ..",40
1852,24022493,171,insurgent group <NO> <INSURGENT> <GROUP> [*1*REB].,responsibility  for   kidnapping   ... on  Jan..,has taken.,"No insurgent group has taken responsibility for kidnapping her on Jan. 7 , but a still photograph from the videotape on the network 's Website showed the words `` The Revenge Brigade . ''.",4
1853,24022493,190,captors.,woman <WESTERN> <WOMAN> [*1*CVL].,<*1*CVL> ... killed by <*2*>.,"Only one Western woman is believed to have been killed by her captors  Margaret Hassan , an Irish-born aid worker who had lived in Iraq for decades and was kidnapped in late 2004 in the same neighborhood as Ms. Carroll ..",15
1854,24022493,015,Military officials <MILITARY> <OFFICIALS> [*1*MIL].,the raid.,said <*2*> ... based <RAID>.,Military officials later said the raid was based on a tip from an Iraqi and was a necessary response to the kidnapping ..,17
1855,24022493,010,Military officials <MILITARY> <OFFICIALS> [*1*MIL].,the raid.,.,Military officials later said the raid was based on a tip from an Iraqi and was a necessary response to the kidnapping ..,17
1856,24022493,040,gunmen ... the <GUNMEN> [*1*UAF].,p.m..,arrived.,"The gunmen arrived in two sedans at Nawrooz , a Kurdish-owned caterer , at 9 p.m. in the bustling Karrada neighborhood , Interior Ministry officials said ..",20
1857,24022493,040,gunmen ... the <GUNMEN> [*1*UAF].,Nawrooz ... a Kurdish-owned caterer.,arrived.,"The gunmen arrived in two sedans at Nawrooz , a Kurdish-owned caterer , at 9 p.m. in the bustling Karrada neighborhood , Interior Ministry officials said ..",20
1858,24022493,193,.,fire.,opened fire.,"Using pistols with silencers , they opened fire on 11 workers still in the building , killing 7 ..",21
1859,24022493,190,insurgents <INSURGENTS> [*1*REB].,the ... local office.,attacked.,"In Kirkuk , in the north , insurgents attacked the local office of Iraq 's public integrity commission , killing one guard and wounding another ..",24
1860,24022493,193,gunmen <GUNMEN> [*1*UAF].,fire.,opened fire.,"Shortly afterward , gunmen opened fire on the offices of the Kurdistan Workers Party , killing one party member and wounding two others ..",25
1861,24022493,183,roadside bombs.,police ... a <POLICE> <PATROL> [*2*COP].,<&WEAPON> ... exploded.,"Elsewhere in Kirkuk , two roadside bombs exploded simultaneously near a passing police patrol , wounding six officers and two civilians ..",26
1862,24022493,193,Iranian [IRN].,fire.,<and> ... opened fire.,"Soon afterward , Iranian vessels surrounded the Iraqis and opened fire , Brigadier Musawi said ..",30
1863,24022493,190,Iranian [IRN].,the Iraqis.,<and> ... surrounded.,"Soon afterward , Iranian vessels surrounded the Iraqis and opened fire , Brigadier Musawi said ..",30
1864,24022493,010,interior minister ... the <INTERIOR> <MINISTER> <BAYAN> <JABR> [*1*GOV].,this month.,spoke.,"In an interview on Tuesday on Iraqi state television , the interior minister , Bayan Jabr , spoke about the kidnapping of his sister by insurgents early this month ..",33
1865,24022493,112,Sunni ... Interior Ministry death squads ... Sunnis [---MUSGOVUAF].,Mr. Jabr ... a Shiite.,<*1*> ... accused by <~MUSGOVUAF>.,"Mr. Jabr , a Shiite , is accused by many Sunni Arabs of using Interior Ministry death squads to kill Sunnis , and the kidnapping of his sister was widely perceived as revenge ..",36
1866,22962052,141,Czechoslovak students [CSKEDU].,today.,marched.,"LEAD  In a belated expression of sympathy , several thousand Czechoslovak students marched here today to protest the violent suppression of China 's pro-democracy movement in June ..",0
1867,22962052,141,Czechoslovak students [CSKEDU].,today.,marched.,"In a belated expression of sympathy , several thousand Czechoslovak students marched here today to protest the violent suppression of China 's pro-democracy movement in June ..",1
1868,22962052,040,students ... the <STUDENTS> [*1*EDU].,The ... philosophy department.,gathered.,"The students gathered in the freezing cold under threatening gray skies in a square opposite the philosophy department of Charles University , a center of the student movement ..",8
1869,22962052,141,students ... the <STUDENTS> [*1*EDU].,The ... square.,had ... planned ... march.,"The students had replacementinally planned to march from the square to the Chinese Embassy , but Chinese diplomats protested to officials here ..",19
1870,22796662,010,France [FRA].,today.,said.,"France and Iran have made progress toward easing their strained relations after a two-day visit here by a high-level Iranian delegation , French officials said today ..",0
1871,22796662,010,The messages.,Antenne.,were said.,"The messages were said to have been given to the station , Antenne 2 , by the office of Prime Minister Jacques Chirac on Thursday ..",3
1872,22796662,010,Mr. Arnstam.,the messages.,said.,"`` It 's a good sign , '' Mr. Arnstam said of the messages ..",7
1873,22796662,100,The Iranians.,demands.,pressed.,"The Iranians pressed three demands during the talks , French and Iranian officials said ..",10
1874,22796662,016,Mr. Moayeri.,Iranian [IRN].,denied ... involvement.,"Mr. Moayeri denied that Iranian involvement in holding French hostages , but pledged that Teheran would use its `` influence '' to help free them ..",18
1875,22796662,016,Mr. Moayeri.,French [FRA].,denied ... involvement.,"Mr. Moayeri denied that Iranian involvement in holding French hostages , but pledged that Teheran would use its `` influence '' to help free them ..",18
1876,22796662,010,Mr. Moayeri.,Iran [IRN].,.,Mr. Moayeri also noted pointedly that Iran had detected a `` positive evolution '' in France 's stance toward Iran since Mr. Chirac 's right of center neo-Gaullist party came to power ..,19
1877,22796662,060,Mr. Chirac.,contacts.,has ... increased.,Mr. Chirac has dramatically increased contacts with Iran ..,21
1878,22796662,010,Foreign Ministry ... the <FOREIGN> <MINISTRY> [*1*GOV].,details.,refused ... give <&INFORMATION>.,The Foreign Ministry refused to give details of the talk ..,25
1879,22796662,046,President <PRESIDENT> Mitterrand ... office [*1*GOV].,talks.,held talks.,"In January , President Mitterrand 's office held talks , through intermediaries in Damascus , with the pro-Iranian groups that were then holding four French citizens hostage in Beirut ..",28
1880,22796662,046,talks.,President <PRESIDENT> Mitterrand ... office [*1*GOV].,held talks.,"In January , President Mitterrand 's office held talks , through intermediaries in Damascus , with the pro-Iranian groups that were then holding four French citizens hostage in Beirut ..",28
1881,23932147,1724,Yasir Arafat [PSEGOV].,a ... state.,<and> ... declared ... state of emergency.,"Facing renewed threats from Israel , the Palestinian leader , Yasir Arafat declared a state of emergency in Palestinian areas on Sunday and installed a new government by decree ..",0
1882,23932147,1724,Palestinian [PSE].,a ... state.,<and> ... declared ... state of emergency.,"Facing renewed threats from Israel , the Palestinian leader , Yasir Arafat declared a state of emergency in Palestinian areas on Sunday and installed a new government by decree ..",0
1883,23932147,010,Mr. Qurei.,Associated Press [MED].,told.,"`` Taking into consideration the difficult situation of the Palestinian people and the necessities imposed by the situation , President Arafat issued a presidential decree by which he declared a state of emergency , '' Mr. Qurei told The Associated Press ..",4
1884,23932147,060,President ... president <ARAFAT> [*1*GOV].,a ... presidential decree.,issued.,"`` Taking into consideration the difficult situation of the Palestinian people and the necessities imposed by the situation , President Arafat issued a presidential decree by which he declared a state of emergency , '' Mr. Qurei told The Associated Press ..",4
1885,23932147,030,Prime Minister Ariel Sharon ... government [ISRGOV].,principle.,decided.,"After a pair of suicide bombings on Sept. 9 , Prime Minister Ariel Sharon 's government decided in principle to remove Mr. Arafat ..",5
1886,23932147,08,Mr. Qurei ... the speaker.,the ... first Israel-Palestinian peace accord.,<and> ... negotiated.,"Mr. Qurei , the speaker of the Palestinian parliament for the past seven years , negotiated the first Israel-Palestinian peace accord in 1993 and has maintained contacts with many senior Israeli politicians ..",11
1887,23932147,030,cabinet ... the <NEW> <CABINET> [*1*GOV].,many.,will.,The new cabinet will keep many of the same figures in key posts ..,14
1888,23932147,030,a ... longtime associate.,interior minister <INTERIOR> <MINISTER> [*3*GOV].,will.,"In the most important change , Nasser Yousef , a longtime associate of Mr. Arafat , will become interior minister and will be responsible for the security forces ..",15
1889,23033743,010,spokesman <HANS> <KLEIN> <SPOKESMAN> [*1*MED].,the organizers.,.,"Hans Klein , spokesman for Chancellor Helmut Kohl of West Germany , said the organizers of the strikes were `` to some extent exactly the forces who caused '' East Germany 's dire economic problems ..",3
1890,23033743,010,Mr. Klein.,a news conference.,told.,Mr. Klein told a news conference in Bonn that there was legitimate `` uncertainty and fear '' over the talks between the Germanys on the merger of their economies and social institutions ..,4
1891,23033743,111,Fear Campaign.,<break/> Gunther Krause.,Criticized.,"` Fear Campaign ' Criticized <break/> Gunther Krause , who leads the East German delegation in economic talks with West Germany , also criticized what he called a `` fear campaign by the left '' to set off anxiety over the loss of huge subsidies under the former socialist system ..",5
1892,23033743,112,Gregor Gysi ... a member ... head.,Christian ... Government ... the <CHRISTIAN> <DEMOCRATIC> <GOVERNMENT> [*5*CHRGOV].,blamed.,"But Gregor Gysi , a member of Parliament and head of the former Communist Party , blamed the Christian Democratic Government of Prime Minister Lothar de Maiziere for the uncertainty among East Germans ..",7
1893,23033743,100,.,East Germans.,said <*2*> ... needed.,He said East Germans were being kept too much in the dark about what was being negotiated and needed to plan for economic changes ..,8
1894,23033743,010,.,the dark.,.,He said East Germans were being kept too much in the dark about what was being negotiated and needed to plan for economic changes ..,8
1895,23033743,060,The Germanys.,economies ... social institutions.,are ... merge.,"The Germanys are to merge their economies and social institutions on July 2 , when the West German mark is to become the currency of East Germany ..",10
1896,23033743,040,State Ownership.,<break/>.,Going.,"State Ownership Going <break/> In Bonn , Mr. Kohl said on Thursday that East Germany must restructure its beleaguered economy before the two nations share the West German currency ..",12
1897,23033743,010,Mr. Kohl.,Thursday.,said.,"State Ownership Going <break/> In Bonn , Mr. Kohl said on Thursday that East Germany must restructure its beleaguered economy before the two nations share the West German currency ..",12
1898,23033743,100,The left-leaning Social Democrats ... the junior partner.,The ... conservative Mr. de Maiziere.,are pressing.,"The left-leaning Social Democrats , the junior partner in Mr. de Maiziere 's governing coalition , are pressing the conservative Mr. de Maiziere to push for more social guarantees for East Germans , who are used to cheap housing , subsidized food and guaranteed jobs ..",17
1899,24026263,010,Mr. Abbas.,Ramallah [PSE].,said.,"`` We extend our hands to our neighbors , '' Mr. Abbas said in the West Bank city of Ramallah ..",1
1900,24026263,013,Palestinian supporters [PSECVL].,hope.,expressed hope.,"Meanwhile , Mr. Abbas 's Palestinian supporters expressed hope that the election outcome would signal an improvement in their fortunes ..",5
1901,24026263,010,Mr. Bush.,the ... White House [USAGOV].,said.,"`` It is essential that Israel keep a vision of two states living side-by-side in peace ; and that as the Palestinians begin to develop the institutions of a state , that the Israel government support the development of those institutions , '' Mr. Bush said at the White House ..",7
