v1,id_string,story_date,year,month,day,source,source_root,source_agent,source_others,target,target_root,target_agent,target_others,code,root_code,quad_class,goldstein,joined_issues,lat,lon,placename,statename,countryname,documentcountryname,ids,urls,sources,text,web_url,aid
515,3586969_v0.0.0,19860224,1986,02,24,---EDU,,EDU,,---EDU,,EDU,,030,03,1,4.0,"SCHOOLS,2",,,,,,,5e42d9d9367baed03434556b_3,---,NYT,"Central and local school board officials have offered a variety of explanations for the tepid response , ranging from new financial disclosure requirements to disillusionment with school decentralization .",---,22750018
516,3586970_v0.0.0,19841123,1984,11,23,---PPL,,,PPL,CHL,CHL,,,040,04,1,1.0,,43.26271,-2.92528,Bilbao,Euskal Autonomia Erkidegoa / Comunidad AutÃ³noma Vasca,ESP,,5e42d9d9367baed03434555a_6,---,NYT,"Thousands of people chanting pro- E.T.A. slogans joined a funeral procession in Bilbao for Santiago Brouard , leader of the separatist party Herri Batasuna .",---,22630385
517,3586971_v0.0.0,20020221,2002,02,21,---MIL,,MIL,,---REB,,REB,,171,17,4,-9.2,,,,,,,,5e42d9d9367baed0343455c4_11,---,NYT,"Soldiers , tanks and armored personnel carriers have been in position outside the zone since last month , when the last major crisis in the peace talks nearly led Mr. Pastrana to take back the region from the rebels .",---,23855995
518,3586972_v0.0.0,20020311,2002,03,11,---REB,,REB,,---GOV,,GOV,,031,03,1,5.2,,,,,,,,5e42d9d9367baed0343455c1_11,---,NYT,The guerrillas said they would give the government one year to pass the law .,---,23851418
519,3586973_v0.0.0,20021010,2002,10,10,ISRMIL,ISR,MIL,,EGY,EGY,,,171,17,4,-9.2,,31.28781,34.23807,Rafaá¸©,,EGY,,5e42d9d9367baed0343455c8_16,---,NYT,"The clashes between Israeli soldiers and Palestinians in the Gaza Strip took place in Rafah , near the border with Egypt , and left two youths , 16 and 17 , dead .",---,23873100
520,3586974_v0.0.0,19820817,1982,08,17,POLCOP,POL,COP,,POL,POL,,,175,17,4,-9.0,"VIOLENT_UNREST,2",54.35205,18.64637,GdaÅsk,,POL,,5e42d9d9367baed03434554a_0,---,NYT,The Polish riot police used water cannon in Warsaw today to disperse a few hundred people gathered around a floral cross and mounted heavy security in Gdansk on the day the suspended Solidarity union had designated for the start of a campaign to assert its continued presence .,---,22487915
521,3586975_v0.0.0,20011230,2001,12,30,AFGMILSPY,AFG,MIL,SPY,IMGMUSALQ,IMG,,MUS;ALQ,060,06,2,6.0,,33.0,66.0,Islamic Republic of Afghanistan,,AFG,,5e42d9d9367baed0343455bc_338,---,NYT,Unarmed spy plane over Afghanistan provides video of bin Laden and aides ; C.I.A. presses for adding a missile .,---,23810040
522,3586976_v0.0.0,20021010,2002,10,10,---MIL,,MIL,,---GOVMIL,,GOV,MIL,175,17,4,-9.0,,,,,,,,5e42d9d9367baed0343455c9_4,---,NYT,"Government forces in recent days have raided the homes of a former foreign minister and military officers who were accused of taking part in a conspiracy against Mr. Chavez , though they have not been charged .",---,23873146
523,3586977_v0.0.0,20040408,2004,04,08,USA,USA,,,---MIL,,MIL,,190,19,4,-10.0,,33.34058,44.40088,Baghdad,,IRQ,,5e42d9d9367baed0343455eb_81,---,NYT,"DAY OF FIGHTING : S , M , T , W PATROLS CONTINUE Baghdad -- After fierce fighting over the weekend , U.S. forces are combing the northeastern neighborhood of Sadr City looking for members of the Mr. Sadr 's Mahdi Army ; one soldier was killed in a rocket-propelled-grenade attack on a U.S. convoy on Wednesday .",---,24011196
524,3586978_v0.0.0,19880320,1988,03,20,---CHR,,,CHR,---REB,,REB,,111,11,3,-2.0,,,,,,,,5e42d9d9367baed034345580_20,---,NYT,The Roman Catholic Church has strongly backed the election and has criticized the rebels for their violence against civilians .,---,22930509
525,3586979_v0.0.0,20041102,2004,11,02,PSE,PSE,,,ISR,ISR,,,040,04,1,1.0,,31.5,34.46667,Gaza,Gaza Strip,PSE,,5e42d9d9367baed0343455dc_32,---,NYT,"The Palestinians face critical choices about how to respond to Israel 's decision to pull its settlers out of Gaza , about internal security and how to manage the peace effort , choices that will not wait forever , said Aaron David Miller , a former Middle East negotiator who met with Mr. Arafat 10 days ago .",---,23964526
526,3586980_v0.0.0,19891204,1989,12,04,---EDU,,EDU,,CHNGOV,CHN,GOV,,141,14,4,-6.5,"STUDENTS,1",,,,,,,5e42d9d9367baed034345585_19,---,NYT,"The students had replacementinally planned to march from the square to the Chinese Embassy , but Chinese diplomats protested to officials here .",---,22962052
527,3586981_v0.0.0,19840618,1984,06,18,---OPP,,OPP,,INDGOV,IND,GOV,,141,14,4,-6.5,"SECURITY_SERVICES,1",,,,,,,5e42d9d9367baed034345556_14,---,NYT,"The demonstrators burned a straw-and-paper effigy of Prime Minister Indira Gandhi , chanted demands for an independent Sikh homeland and taunted the police .",---,22601211
528,3586982_v0.0.0,20001014,2000,10,14,---EDU,,EDU,,---CIV,,,CIV,141,14,4,-6.5,"PUBLIC_TRANSIT,1;SCHOOLS,1",40.60177,-73.99403,Bensonhurst,,USA,,5e42d9d9367baed0343455b4_22,---,NYT,"Six teenage boys from Franklin Delano Roosevelt High School in Bensonhurst , Brooklyn , hopped off the B train and hurried up Third Avenue to join the crowd assembling a block away , on Second Avenue .",---,23760641
529,3586983_v0.0.0,19970305,1997,03,05,USALEG,USA,,LEG,USAGOVLEG,USA,GOV,LEG,030,03,1,4.0,,38.50038,-80.50009,West Virginia,West Virginia,USA,,5e42d9d9367baed03434559c_9,---,NYT,"Senator Robert C. Byrd of West Virginia , the senior Democrat in the Senate , said the amendment `` would rudely disrupt the carefully balanced powers of the three branches , so assiduously planned by the framers .",---,23576016
530,3586984_v0.0.0,20010128,2001,01,28,---COP,,COP,,---OPP,,OPP,,190,19,4,-10.0,"SECURITY_SERVICES,1",-2.51667,32.9,Mwanza,,TZA,,5e42d9d9367baed0343455bd_3,---,NYT,"On the mainland , riot policemen fired tear-gas canisters at stone-throwing protesters in the capital , Dar es Salaam , and there were reports of violence in the Lake Victoria town of Mwanza .",---,23822531
531,3586985_v0.0.0,20010128,2001,01,28,---HLH,,,HLH,---OPP,,OPP,,015,01,0,0.0,"ELECTION,1",-6.16394,39.19793,Zanzibar,Zanzibar Urban/West Region,TZA,,5e42d9d9367baed0343455bd_1,---,NYT,Opposition officials and doctors said 16 protesters had been killed on Zanzibar 's main islands of Unguja and Pemba as demonstrations across the archipelago calling for a rerun of disputed elections turned violent .,---,23822531
532,3586986_v0.0.0,20040211,2004,02,11,---REB,,REB,,---PPL,,,PPL,190,19,4,-10.0,"SUICIDE_ATTACK,1",36.19257,44.01062,Erbil,Muá¸©ÄfazÌ§at ArbÄ«l,IRQ,,5e42d9d9367baed0343455e0_36,---,NYT,"On Feb. 1 , two suicide bombers walked into separate offices in Erbil of the main Kurdish political parties and detonated their explosives , killing 109 people .",---,23971884
533,3586987_v0.0.0,19880208,1988,02,08,---CVLGOV,,CVL,GOV,---CVL,,CVL,,010,01,0,0.0,,,,,,,,5e42d9d9367baed03434557b_50,---,NYT,"Partly as a result of that incident , a tri-racial organization , the Robeson County Citizens for Better Government , has formed to try to address community problems .",---,22900810
534,3586988_v0.0.0,19851102,1985,11,02,---COP,,COP,,---HLH,,,HLH,010,01,0,0.0,"SECURITY_SERVICES,1",14.55027,121.03269,Makati City,,PHL,,5e42d9d9367baed034345565_1,---,NYT,"The police said the body of the physician , Dr. Potenciano Baccay , had been found with 20 knife wounds in a van in the Makati financial and residential district of Manila .",---,22705330
535,3586989_v0.0.0,20020221,2002,02,21,---REB,,REB,,---CVL,,CVL,,170,17,4,-7.0,,,,,,,,5e42d9d9367baed0343455c4_5,---,NYT,"Brandishing weapons , the rebels forced the turboprop plane with 30 passengers onto a remote country road , where dozens of other guerrillas were waiting in four-wheel-drive vehicles .",---,23855995
536,3586990_v0.0.0,20010720,2001,07,20,FRA,FRA,,,USA,USA,,,040,04,1,1.0,,54.75844,-2.69531,United Kingdom of Great Britain and Northern Ireland,,GBR,,5e42d9d9367baed0343455b9_14,---,NYT,"The leaders of the industrialized nations -- Britain , Canada , France , Germany , Italy , Japan and the United States -- meet on Friday .",---,23787819
537,3586991_v0.0.0,19850106,1985,01,06,---PPL,,,PPL,---LEG,,,LEG,010,01,0,0.0,,48.0,37.66667,Donetsâka Oblastâ,Donetsâka Oblastâ,UKR,,5e42d9d9367baed034345561_17,---,NYT,"On Thursday , the Azanian People 's Organization issued a statement saying Senator Kennedy `` must be informed that the oppressed blacks of Azania are not his ticket to the Presidency and that our enemy includes the imperialists of the United States . ''",---,22695844
538,3586992_v0.0.0,20000417,2000,04,17,---COP,,COP,,---OPP,,OPP,,180,18,4,-9.0,"SECURITY_SERVICES,1",,,,,,,5e42d9d9367baed0343455b2_72,---,NYT,<umient> <uopts> <ety> 39 </ety> <enum> 0 </enum> </uopts> <abstext> Police officers scuffled with a protester who fell under a horse on Constitution Avenue yesterday .,---,23743538
539,3586993_v0.0.0,19810319,1981,03,19,SUNJEW,SUN,,JEW,RUS,RUS,,,120,12,3,-4.0,"ACTIVISM,1",55.75222,37.61556,Moscow,Moskva,RUS,,5e42d9d9367baed034345544_6,---,NYT,"Emigration of Soviet Jews has declined after a month long spurt in the issuance of exit visas in Moscow , according to Jewish activists and Western diplomats .",---,22381346
540,3586994_v0.0.0,20010720,2001,07,20,ITA,ITA,,,USA,USA,,,040,04,1,1.0,,54.75844,-2.69531,United Kingdom of Great Britain and Northern Ireland,,GBR,,5e42d9d9367baed0343455b9_14,---,NYT,"The leaders of the industrialized nations -- Britain , Canada , France , Germany , Italy , Japan and the United States -- meet on Friday .",---,23787819
541,3586995_v0.0.0,19831120,1983,11,20,---PPL,,,PPL,NORCOP,NOR,COP,,173,17,4,-5.0,,,,,,,,5e42d9d9367baed03434554d_1,---,NYT,"The men were taken into custody Nov. 3 at the Coach House , a diner and restaurant bordering Route 4 West , by detectives of the Bergen County Narcotics Task Force .",---,22539831
542,3586996_v0.0.0,19860104,1986,01,04,LBYOPP,LBY,OPP,,LBY,LBY,,,0334,03,1,6.0,"RETALIATION,1",28.0,17.0,Libya,,LBY,,5e42d9d9367baed03434556c_6,---,NYT,"Protesters in several Libyan cities , including Sebha , Mizante and Zarma , said they would defend Libya if the United States or Israel used military force to avenge the airport attacks , the reports said .",---,22758215
543,3586997_v0.0.0,20020708,2002,07,08,---CVL,,CVL,,---HLH,,,HLH,010,01,0,0.0,,,,,,,,5e42d9d9367baed0343455c2_8,---,NYT,"Now this pretty young woman bears a scar more commonly seen in old men , a neat red line cut by surgeons from her collarbone down her sternum .",---,23851804
544,3586998_v0.0.0,19830502,1983,05,02,---GOVOPP,,GOV,OPP,POL,POL,,,150,15,4,-7.2,,,,,,,,5e42d9d9367baed034345552_0,---,NYT,"Despite efforts by the Government to show that the outlawed Solidarity union was finished , tens of thousands of pro-Solidarity , anti government demonstrators turned out today for unauthorized May Day rallies in 20 Polish cities and towns .",---,22563042
545,3586999_v0.0.0,19850106,1985,01,06,---LEG,,,LEG,ZAF,ZAF,,,036,03,1,4.0,,-29.0,24.0,Republic of South Africa,,ZAF,,5e42d9d9367baed034345561_33,---,NYT,"Senator Kennedy is making the first visit by a member of his family to South Africa since his brother , Robert F. Kennedy , came here in 1966 .",---,22695844
546,3587000_v0.0.0,19990805,1999,08,05,YEM,YEM,,,---PPL,,,PPL,190,19,4,-10.0,"SECURITY_SERVICES,1",15.35472,44.20667,Sanaa,Sanaa,YEM,,5e42d9d9367baed0343455a8_7,---,NYT,"-LRB- Reuters -RRB- YEMEN : BOMB KILLS 3 -- Three people were killed and 33 hurt by a bomb blast in the city of Sanaa , the police said .",---,23684648
547,3587001_v0.0.0,20020311,2002,03,11,---CVL,,CVL,,COL,COL,,,042,04,1,1.9,,4.0,-73.25,Republic of Colombia,,COL,,5e42d9d9367baed0343455c1_58,---,NYT,"Since then , the children have visited her in Colombia on vacations , and she has communicated with them over the Internet .",---,23851418
548,3587002_v0.0.0,19880204,1988,02,04,ISRGOV,ISR,GOV,,---EDU,,EDU,,100,10,3,-5.0,"SCHOOLS,1;STUDENTS,1",31.66667,35.25,West Bank,West Bank,PSE,,5e42d9d9367baed034345582_13,---,NYT,"All the schools in the West Bank , including private and United Nations institutions , were ordered closed indefinitely today by the Israeli authorities , sending some 250,000 students home .",---,22935425
549,3587003_v0.0.0,20010720,2001,07,20,USA,USA,,,FRA,FRA,,,040,04,1,1.0,,54.75844,-2.69531,United Kingdom of Great Britain and Northern Ireland,,GBR,,5e42d9d9367baed0343455b9_14,---,NYT,"The leaders of the industrialized nations -- Britain , Canada , France , Germany , Italy , Japan and the United States -- meet on Friday .",---,23787819
550,3587004_v0.0.0,20040408,2004,04,08,USA,USA,,,IRQOCCCVLMIL,IRQ,,OCC;CVL;MIL,090,09,3,-2.0,,33.34058,44.40088,Baghdad,,IRQ,,5e42d9d9367baed0343455eb_81,---,NYT,"DAY OF FIGHTING : S , M , T , W PATROLS CONTINUE Baghdad -- After fierce fighting over the weekend , U.S. forces are combing the northeastern neighborhood of Sadr City looking for members of the Mr. Sadr 's Mahdi Army ; one soldier was killed in a rocket-propelled-grenade attack on a U.S. convoy on Wednesday .",---,24011196
551,3587005_v0.0.0,20010720,2001,07,20,ITA,ITA,,,DEU,DEU,,,040,04,1,1.0,,54.75844,-2.69531,United Kingdom of Great Britain and Northern Ireland,,GBR,,5e42d9d9367baed0343455b9_14,---,NYT,"The leaders of the industrialized nations -- Britain , Canada , France , Germany , Italy , Japan and the United States -- meet on Friday .",---,23787819
552,3587006_v0.0.0,20040130,2004,01,30,ISRMIL,ISR,MIL,,LBNREB,LBN,REB,,181,18,4,-9.0,,33.83333,35.83333,Lebanon,,LBN,,5e42d9d9367baed0343455de_33,---,NYT,"In an effort to obtain information about Captain Arad , Israeli commandos kidnapped the two Lebanese guerrilla leaders from their homes in southern Lebanon : Abdel Karim Obeid , a cleric who was seized in 1989 , and Mustafa Dirani , captured in 1994 .",---,23968047
553,3587007_v0.0.0,19811104,1981,11,04,USAGOV,USA,GOV,,---MED,,MED,,171,17,4,-9.2,,,,,,,,5e42d9d9367baed034345546_22,---,NYT,"Alexander M. Haig Jr. , irritated by articles suggesting he was in disfavor with President Reagan , took the unusual step of charging , through his spokesman , that an unnamed senior White House official had been waging `` guerrilla warfare '' against him since the Administration took office .",---,22392908
554,3587008_v0.0.0,19981017,1998,10,17,---CVL,,CVL,,---COP,,COP,,010,01,0,0.0,,,,,,,,5e42d9d9367baed03434559d_7,---,NYT,"The settlers said the deputy 's guards stopped the Israeli car , pulled out the two men , confiscated their weapons and equipment , beat them and fired at them .",---,23600901
555,3587009_v0.0.0,19811104,1981,11,04,JORGOV,JOR,GOV,,USAGOV,USA,GOV,,042,04,1,1.9,,47.50012,-120.50147,Washington,Washington,USA,,5e42d9d9367baed034345546_25,---,NYT,King Hussein concluded talks with President Reagan and said he was more confident about the future than after any of his many other visits to Washington .,---,22392908
556,3587010_v0.0.0,20011230,2001,12,30,IMGMUSALQ,IMG,,MUS;ALQ,AFG,AFG,,,150,15,4,-7.2,,16.0,30.0,Republic of the Sudan,,SDN,,5e42d9d9367baed0343455bc_169,---,NYT,"In the two years since leaving Sudan , Mr. bin Laden had built a formidable base in Afghanistan .",---,23810040
557,3587011_v0.0.0,19840404,1984,04,04,MED,,,,INDOPPCOP,IND,OPP,COP,010,01,0,0.0,"VIOLENT_UNREST,1;SECURITY_SERVICES,2",31.63661,74.87476,Amritsar,State of Punjab,IND,,5e42d9d9367baed034345558_3,---,NYT,-LRB- Reuters said the police shot and killed 10 rioters in Amritsar and wounded more than 50 others and that two policemen had been killed by a mob .,---,22611147
558,3587012_v0.0.0,20000417,2000,04,17,---COP,,COP,,---CIV,,,CIV,190,19,4,-10.0,"SECURITY_SERVICES,1",,,,,,,5e42d9d9367baed0343455b2_66,---,NYT,"Briefly on the defensive , the police officers waded in , nightsticks swinging , and overwhelmed the crowd in a melee that lasted about 15 minutes .",---,23743538
559,3587013_v0.0.0,19851112,1985,11,12,---OPP,,OPP,,---OPPCOP,,OPP,COP,1822,18,4,-9.0,"ID_TORTURE,1;POLITICAL_PRISONER,1;SECURITY_SERVICES,1",,,,,,,5e42d9d9367baed034345564_0,---,NYT,About 120 leading dissidents held a rally today and began a three-day protest of purported torture of political prisoners by the police .,---,22703599
560,3587014_v0.0.0,20040408,2004,04,08,IRQOCCREB,IRQ,,OCC;REB,USA,USA,,,010,01,0,0.0,,39.76,-98.5,United States,,USA,,5e42d9d9367baed0343455eb_0,---,NYT,"The Iraqi uprising against the American-led occupation intensified Wednesday and spread to new parts of the country , with United States forces increasing their efforts to put down Sunni and Shiite combatants .",---,24011196
561,3587015_v0.0.0,20000616,2000,06,16,---MIL,,MIL,,---MIL,,MIL,,0341,03,1,7.0,"ELECTION,1;ID_DEMOCRACY,1",-18.0,178.0,Republic of Fiji,,FJI,,5e42d9d9367baed0343455b0_12,---,NYT,The military says it wants to guide Fiji back to democracy but has warned that it could take years before elections are held again .,---,23735881
562,3587016_v0.0.0,20020708,2002,07,08,ISR,ISR,,,---CVL,,CVL,,010,01,0,0.0,"SUICIDE_ATTACK,1",,,,,,,5e42d9d9367baed0343455c2_21,---,NYT,"Israelis say more of their own victims are noncombatants , women and children , who are often killed or wounded in suicide bombings that Israelis consider morally repugnant .",---,23851804
563,3587017_v0.0.0,19860928,1986,09,28,MARGOV,MAR,GOV,,LBN,LBN,,,173,17,4,-5.0,"TERROR,1",,,,,,,5e42d9d9367baed03434556f_5,---,NYT,"In August the Moroccan Government arrested four Arabs - a Palestinian , two Tunisians and a Lebanese Palestinian - on terrorism charges .",---,22779688
564,3587018_v0.0.0,19800928,1980,09,28,USA,USA,,,---CHRPTY,,,CHR;PTY,174,17,4,-5.0,"ID_DEMOCRACY,1",39.76,-98.5,United States,,USA,,5e42d9d9367baed034345543_12,---,NYT,United States officials thwarted two right wing plots to oust Christian Democratic politicians from the Government .,---,22366634
565,3587019_v0.0.0,20040408,2004,04,08,POL,POL,,,---REL,,,REL,190,19,4,-10.0,"ID_EXTREMISM,1",,,,,,,5e42d9d9367baed0343455eb_76,---,NYT,"Polish and Bulgarian troops continued yesterday to fight insurgents loyal to Moktada al-Sadr , the radical Shiite cleric ; an aide to Mr. Sadr was killed by Polish forces .",---,24011196
566,3587020_v0.0.0,19840618,1984,06,18,---MIL,,MIL,,---MIL,,MIL,,190,19,4,-10.0,,,,,,,,5e42d9d9367baed034345556_6,---,NYT,Hundreds of Sikhs and military officers were killed in the army assault on the Golden Temple on June 5 and 6 .,---,22601211
567,3587021_v0.0.0,19861227,1986,12,27,---UAF,,,UAF,---COP,,COP,,190,19,4,-10.0,"SECURITY_SERVICES,1",,,,,,,5e42d9d9367baed034345569_4,---,NYT,The police were stoned by the militants when they intervened to help the imam enter the mosque .,---,22738172
568,3587022_v0.0.0,20020714,2002,07,14,PAK,PAK,,,USAMED,USA,MED,,181,18,4,-9.0,,24.9056,67.0822,Karachi,Sindh,PAK,,5e42d9d9367baed0343455c0_11,---,NYT,"In January , the American reporter Daniel Pearl was kidnapped in Karachi and later killed .",---,23850418
569,3587023_v0.0.0,20020703,2002,07,03,ISREDU,ISR,EDU,,---JEW,,,JEW,043,04,1,2.8,"SCHOOLS,1;STUDENTS,1",31.76904,35.21633,Jerusalem,Jerusalem,ISR,,5e42d9d9367baed0343455cc_35,---,NYT,"The rabbi 's daughter , for instance , attended a school in the heart of Jerusalem where students were prohibited from riding buses .",---,23882114
570,3587024_v0.0.0,20030923,2003,09,23,---PPL,,,PPL,IGOUNO,IGO,,UNO,190,19,4,-10.0,"SUICIDE_ATTACK,1",33.0,44.0,Republic of Iraq,,IRQ,,5e42d9d9367baed0343455d7_3,---,NYT,"In all , one Iraqi investigator said , the man was wired to 50 or more pounds of explosives that he detonated at 8 a.m. in the parking lot of the United Nations compound , a month after another suicide bomber killed 22 people there .",---,23933588
571,3587025_v0.0.0,19980920,1998,09,20,USA,USA,,,RUS,RUS,,,010,01,0,0.0,,,,,,,,5e42d9d9367baed03434559f_104,---,NYT,No major American movie studio would distribute Adrian Lyne 's film version of Vladimir Nabakov 's novel `` Lolita . '',---,23650893
572,3587026_v0.0.0,19960212,1996,02,12,---OPP,,OPP,,JPN,JPN,,,141,14,4,-6.5,,,,,,,,5e42d9d9367baed034345597_1,---,NYT,"Protesters burned the Japanese flag and an effigy of the Japanese foreign minister , Yukhiko Ikeda .",---,23528688
573,3587027_v0.0.0,20000417,2000,04,17,USA,USA,,,IGOUNODEVWBK,IGO,,UNO;DEV;WBK,060,06,2,6.0,"INT_FINANCIAL_INST,1",,,,,,,5e42d9d9367baed0343455b2_35,---,NYT,-LRB- The World Bank has always been directed by an American . -RRB-,---,23743538
574,3587028_v0.0.0,20051030,2005,10,30,---MIL,,MIL,,USAMIL,USA,MIL,,010,01,0,0.0,,29.5,47.75,State of Kuwait,,KWT,,5e42d9d9367baed0343455fd_20,---,NYT,"Two Soldiers Die in Kuwait KUWAIT CITY , Oct. 29 -LRB- Agence France-Presse -RRB- -- Two American soldiers stationed in Kuwait as part of the operation in Iraq have died of noncombat-related causes at two American military sites in the emirate , the United States military said Saturday .",---,24069309
575,3587029_v0.0.0,20020221,2002,02,21,---REB,,REB,,COL,COL,,,010,01,0,0.0,,,,,,,,5e42d9d9367baed0343455c4_7,---,NYT,"A rebel commander , Raul Reyes , had told Colombian radio he did not know anything about the hijacking .",---,23855995
576,3587030_v0.0.0,19800928,1980,09,28,---GOV,,GOV,,---UAF,,,UAF,170,17,4,-7.0,,,,,,,,5e42d9d9367baed034345543_44,---,NYT,"With the left thus weakened , the pertinent question now seems to be whether the junta can curb armed forces brutality .",---,22366634
577,3587031_v0.0.0,19811213,1981,12,13,CZE,CZE,,,POL,POL,,,100,10,3,-5.0,,55.75222,37.61556,Moscow,,RUS,,5e42d9d9367baed034345545_52,---,NYT,"The Radom tapes unleashed a strong round of new attacks on Solidarity from Moscow , Prague and Sofia , increasing the pressure on Warsaw .",---,22386606
578,3587032_v0.0.0,20021010,2002,10,10,---MIL,,MIL,,PSEREBHMSUAF,PSE,REB,HMS;UAF,190,19,4,-10.0,"NAMED_TERROR_GROUP,1",32.08371,35.18079,SalfÄ«t,,PSE,,5e42d9d9367baed0343455c8_20,---,NYT,"At Salfit , south of Nablus in the West Bank , the army blew up the family homes of two members of the militant group Hamas who are accused of killing an Israeli couple and wounding two of their children in August .",---,23873100
579,3587033_v0.0.0,20020221,2002,02,21,---GOV,,GOV,,COLREB,COL,REB,,190,19,4,-10.0,,4.0,-73.25,Republic of Colombia,,COL,,5e42d9d9367baed0343455c4_1,---,NYT,"Hours later , President Andres Pastrana broke off peace talks with Colombia 's largest rebel group .",---,23855995
580,3587034_v0.0.0,20050505,2005,05,05,---GOV,,GOV,,IRQOCC,IRQ,,OCC,015,01,0,0.0,,36.19257,44.01062,Erbil,Muá¸©ÄfazÌ§at ArbÄ«l,IRQ,,5e42d9d9367baed0343455f5_32,---,NYT,"Mr. Sadeq , the Kurdish Interior Ministry official , said Wednesday 's attack in Erbil had been carried out in much the same fashion .",---,24044048
581,3587035_v0.0.0,20011230,2001,12,30,USA,USA,,,---UAF,,,UAF,010,01,0,0.0,"TERROR,1",,,,,,,5e42d9d9367baed0343455bc_155,---,NYT,American officials counted the operations as a success and believed they had disrupted a potentially dangerous terrorist cell .,---,23810040
582,3587036_v0.0.0,19830512,1983,05,12,---COP,,COP,,---EDU,,EDU,,010,01,0,0.0,"PUBLIC_TRANSIT,1;SECURITY_SERVICES,1;STUDENTS,2",48.85341,2.3488,Paris,Ãle-de-France,FRA,,5e42d9d9367baed03434554e_5,---,NYT,"600 Students Dispersed in Paris In Paris , the police dispersed 600 law students who erected barricades , set them afire and burned a bus in the Latin Quarter .",---,22561249
583,3587037_v0.0.0,20041115,2004,11,15,---REB,,REB,,IRQOCC,IRQ,,OCC,060,06,2,6.0,,33.34913,43.78599,Al FallÅ«jah,Muá¸©ÄfazÌ§at al AnbÄr,IRQ,,5e42d9d9367baed0343455e4_43,---,NYT,<umient> <uopts> <ety> 41 </ety> <enum> 0 </enum> </uopts> <abstext> Chart/Map : `` Intensifying Attacks in the North '' Insurgent activity has increased in northern Iraq since the invasion of Falluja last week .,---,23989893
584,3587038_v0.0.0,19960926,1996,09,26,ISRCOPMIL,ISR,COP,MIL,ISROPP,ISR,OPP,,190,19,4,-10.0,"SECURITY_SERVICES,1",33.5102,36.29128,Damascus,,SYR,,5e42d9d9367baed034345593_22,---,NYT,"Then this morning , while Mr. Olmert jauntily led a group of foreign correspondents through the tunnel and declared the new entrance `` a great present for humanity , '' a large force of Israeli police and border troops was already skirmishing with protesters in Arab East Jerusalem and at the Damascus Gate to the Old City .",---,23498517
585,3587039_v0.0.0,19850106,1985,01,06,---CHR,,,CHR,---MED,,MED,,010,01,0,0.0,,,,,,,,5e42d9d9367baed034345561_8,---,NYT,"`` We want you to visit the ghettoes in which we live , '' Bishop Tutu said during a brief appearance before reporters and television crews .",---,22695844
586,3587040_v0.0.0,19960926,1996,09,26,ISR,ISR,,,PSEGOV,PSE,GOV,,170,17,4,-7.0,,31.76904,35.21633,Jerusalem,Jerusalem,ISR,,5e42d9d9367baed034345593_54,---,NYT,"At a protest in Jerusalem , above , Israeli forces restrained Mohammed Nashashibi , the Palestinians ' finance minister .",---,23498517
587,3587041_v0.0.0,19871122,1987,11,22,KORELI,KOR,,ELI,---GOV,,GOV,,030,03,1,4.0,,,,,,,,5e42d9d9367baed034345575_8,---,NYT,"Kim Young Sam , who says that he can not lose , is betting that South Koreans want a change from the present military-installed Government , and that this will lead to rejection of Roh Tae Woo , the governing party candidate .",---,22831979
588,3587042_v0.0.0,20051114,2005,11,14,---GOV,,GOV,,---MEDCVL,,MED,CVL,171,17,4,-9.2,,,,,,,,5e42d9d9367baed0343455fe_39,---,NYT,"Other journalists have gone into hiding , and the authorities took into custody two journalists ' mothers as a pressure tactic .",---,24070997
589,3587043_v0.0.0,19841031,1984,10,31,---UAF,,,UAF,---REL,,,REL,181,18,4,-9.0,,53.01375,18.59814,ToruÅ,WojewÃ³dztwo Kujawsko-Pomorskie,POL,,5e42d9d9367baed03434555b_12,---,NYT,The priest was reported to have been kidnapped Oct. 19 by armed men who used their car to block Father Popieluszko 's auto near Torun and then drove away with him .,---,22633569
590,3587044_v0.0.0,19801115,1980,11,15,---PPL,,,PPL,USA,USA,,,141,14,4,-6.5,,,,,,,,5e42d9d9367baed034345541_42,---,NYT,Those people burned an American flag . '',---,22360162
591,3587045_v0.0.0,19970429,1997,04,29,---CVL,,CVL,,---CVL,,CVL,,110,11,3,-2.0,"TERROR,1",31.25044,-99.25061,Texas,Texas,USA,,5e42d9d9367baed03434559b_23,---,NYT,"But in town , many residents said they were outraged that Mr. McLaren had been allowed to remain at his headquarters for months , even though he was wanted on a civil contempt-of-court charge and had been engaged in what State Attorney General , Dan Morales , has called `` paper terrorism , '' filing hundreds of bogus liens and passing worthless `` Republic of Texas checks . ''",---,23572558
592,3587046_v0.0.0,20010605,2001,06,05,---COP,,COP,,---PPL,,,PPL,190,19,4,-10.0,"SECURITY_SERVICES,1",,,,,,,5e42d9d9367baed0343455bb_8,---,NYT,"Three people who violated the command were killed by the police , according to government officials .",---,23806861
593,3587047_v0.0.0,20020329,2002,03,29,USA,USA,,,PSE,PSE,,,010,01,0,0.0,,39.76,-98.5,United States,,USA,,5e42d9d9367baed0343455d2_25,---,NYT,"`` The United States still hesitates to take a strict decision to stop the Israeli aggression , though it declared its vision for a Palestinian state and reaffirmed its decision in the United Nations resolution , '' he told the assembled leaders .",---,23890419
