""	"id_string"	"story_date"	"year"	"month"	"day"	"source"	"source_root"	"source_agent"	"source_others"	"target"	"target_root"	"target_agent"	"target_others"	"code"	"root_code"	"quad_class"	"goldstein"	"joined_issues"	"lat"	"lon"	"placeName"	"stateName"	"countryName"	"documentCountryName"	"ids"	"urls"	"sources"	"text"	"web_url"	"aid"
"509"	"3587945_v0.0.0"	"19981017"	"1998"	"10"	"17"	"---CVL"	""	"CVL"	""	"---JEWCVLCOP"	""	""	"JEW;CVL;COP"	"010"	"01"	"0"	"0.0"	""	"31.66667"	"35.25"	"West Bank"	"West Bank"	"PSE"	""	"5e29e62836b9743750f3c2e8_4"	"---"	"NYT"	"A settler statement said the security chief for nearby Jewish settlements and his deputy were patrolling the West Bank 's north-south highway Thursday evening after rock-throwing by Palestinians ."	"---"	"23600901"
"510"	"3587946_v0.0.0"	"20040211"	"2004"	"02"	"11"	"IRQOCC"	"IRQ"	""	"OCC"	"---COP"	""	"COP"	""	"100"	"10"	"3"	"-5.0"	"SECURITY_SERVICES,1"	"33.34058"	"44.40088"	"Baghdad"	"Muḩāfaz̧at Baghdād"	"IRQ"	""	"5e29e62836b9743750f3c32b_55"	"---"	"NYT"	"Baghdad alone needs 10,000 more police officers , because the 9,000 in the city now are not enough , said Brig. Gen. Mark Hertling , a commander with the First Armored Division ."	"---"	"23971884"
"511"	"3587947_v0.0.0"	"19850106"	"1985"	"01"	"06"	"---LEG"	""	""	"LEG"	"ZAF"	"ZAF"	""	""	"036"	"03"	"1"	"4.0"	""	"-29.0"	"24.0"	"Republic of South Africa"	""	"ZAF"	""	"5e29e62836b9743750f3c2ac_33"	"---"	"NYT"	"Senator Kennedy is making the first visit by a member of his family to South Africa since his brother , Robert F. Kennedy , came here in 1966 ."	"---"	"22695844"
"512"	"3587948_v0.0.0"	"19970429"	"1997"	"04"	"29"	"USAEDUJUD"	"USA"	"EDU"	"JUD"	"USAEDUJUD"	"USA"	"EDU"	"JUD"	"030"	"03"	"1"	"4.0"	"POSTSECONDARY_EDUCATION,1"	""	""	""	""	""	""	"5e29e62836b9743750f3c2e6_33"	"---"	"NYT"	"Ralph Brock , a lawyer and lecturer at Texas Tech University who has written about the Republic group , said he believed that Mr. McLaren 's group was prepared to act on its belligerent rhetoric ."	"---"	"23572558"
"513"	"3587949_v0.0.0"	"20021010"	"2002"	"10"	"10"	"PSEMIL"	"PSE"	"MIL"	""	"EGY"	"EGY"	""	""	"171"	"17"	"4"	"-9.2"	""	"31.28781"	"34.23807"	"Rafaḩ"	""	"EGY"	""	"5e29e62836b9743750f3c313_16"	"---"	"NYT"	"The clashes between Israeli soldiers and Palestinians in the Gaza Strip took place in Rafah , near the border with Egypt , and left two youths , 16 and 17 , dead ."	"---"	"23873100"
"514"	"3587950_v0.0.0"	"20010720"	"2001"	"07"	"20"	"DEU"	"DEU"	""	""	"GBR"	"GBR"	""	""	"040"	"04"	"1"	"1.0"	""	"35.68536"	"139.75309"	"Japan"	""	"JPN"	""	"5e29e62836b9743750f3c304_14"	"---"	"NYT"	"The leaders of the industrialized nations -- Britain , Canada , France , Germany , Italy , Japan and the United States -- meet on Friday ."	"---"	"23787819"
"515"	"3587951_v0.0.0"	"20011230"	"2001"	"12"	"30"	"USAELI"	"USA"	""	"ELI"	"USA"	"USA"	""	""	"042"	"04"	"1"	"1.9"	""	"35.46756"	"-97.51643"	"Oklahoma City"	"Oklahoma"	"USA"	""	"5e29e62836b9743750f3c307_81"	"---"	"NYT"	"President Clinton visited Oklahoma City for a memorial service , signaling the political import of the event ."	"---"	"23810040"
"516"	"3587952_v0.0.0"	"19990414"	"1999"	"04"	"14"	"---COP"	""	"COP"	""	"COLREBUAF"	"COL"	"REB"	"UAF"	"111"	"11"	"3"	"-2.0"	"NAMED_TERROR_GROUP,2;SECURITY_SERVICES,1"	""	""	""	""	""	""	"5e29e62836b9743750f3c2ec_4"	"---"	"NYT"	"The police blamed a combined force of the National Liberation Army and the Revolutionary Armed Forces of Colombia , the hemisphere 's oldest and largest rebel groups , for the hijacking ."	"---"	"23657685"
"517"	"3587953_v0.0.0"	"20050301"	"2005"	"03"	"01"	"USA"	"USA"	""	""	"IRQOCCCOP"	"IRQ"	""	"OCC;COP"	"060"	"06"	"2"	"6.0"	""	"33.0"	"44.0"	"Republic of Iraq"	""	"IRQ"	""	"5e29e62836b9743750f3c33a_25"	"---"	"NYT"	"American officials have declined to provide the exact number of Iraqi security officers killed in the attacks over the past 18 months or so , but they did say the number exceeded 1,300 , not counting the attack on Monday ."	"---"	"24033916"
"518"	"3587954_v0.0.0"	"19861228"	"1986"	"12"	"28"	"AFG"	"AFG"	""	""	"SUN"	"SUN"	""	""	"174"	"17"	"4"	"-5.0"	""	"49.0"	"32.0"	"Ukraine"	""	"UKR"	""	"5e29e62836b9743750f3c2b8_0"	"---"	"NYT"	"Afghan exiles burned Soviet flags and an effigy of Mikhail S. Gorbachev in protests here today marking the seventh anniversary of the Soviet military intervention ."	"---"	"22769770"
"519"	"3587955_v0.0.0"	"20051030"	"2005"	"10"	"30"	"---MIL"	""	"MIL"	""	"USAMIL"	"USA"	"MIL"	""	"015"	"01"	"0"	"0.0"	""	"29.5"	"47.75"	"State of Kuwait"	""	"KWT"	""	"5e29e62836b9743750f3c348_20"	"---"	"NYT"	"Two Soldiers Die in Kuwait KUWAIT CITY , Oct. 29 -LRB- Agence France-Presse -RRB- -- Two American soldiers stationed in Kuwait as part of the operation in Iraq have died of noncombat-related causes at two American military sites in the emirate , the United States military said Saturday ."	"---"	"24069309"
"520"	"3587956_v0.0.0"	"19840618"	"1984"	"06"	"18"	"---MIL"	""	"MIL"	""	"---MIL"	""	"MIL"	""	"190"	"19"	"4"	"-10.0"	""	""	""	""	""	""	""	"5e29e62836b9743750f3c2a1_6"	"---"	"NYT"	"Hundreds of Sikhs and military officers were killed in the army assault on the Golden Temple on June 5 and 6 ."	"---"	"22601211"
"521"	"3587957_v0.0.0"	"19910117"	"1991"	"01"	"17"	"---CVL"	""	"CVL"	""	"---PPL"	""	""	"PPL"	"040"	"04"	"1"	"1.0"	"PUBLIC_TRANSIT,1"	"41.66704"	"-72.66648"	"Connecticut"	"Connecticut"	"USA"	""	"5e29e62836b9743750f3c2d5_7"	"---"	"NYT"	"On trains to Connecticut , passengers gathered around people who had radios with headsets ."	"---"	"23140881"
"522"	"3587958_v0.0.0"	"19840618"	"1984"	"06"	"18"	"IND"	"IND"	""	""	"IND"	"IND"	""	""	"141"	"14"	"4"	"-6.5"	""	"29.92009"	"73.87496"	"Gangānagar"	""	"IND"	""	"5e29e62836b9743750f3c2a1_16"	"---"	"NYT"	"The United News of India said about 5,000 Sikhs carrying placards marched through the streets of the northwestern Indian town of Sri Ganganagar , demanding the withdrawal of the military from Punjab ."	"---"	"22601211"
"523"	"3587959_v0.0.0"	"19851112"	"1985"	"11"	"12"	"---OPP"	""	"OPP"	""	"---OPPCOP"	""	"OPP"	"COP"	"1822"	"18"	"4"	"-9.0"	"POLITICAL_PRISONER,1;ID_TORTURE,1;SECURITY_SERVICES,1"	""	""	""	""	""	""	"5e29e62836b9743750f3c2af_0"	"---"	"NYT"	"About 120 leading dissidents held a rally today and began a three-day protest of purported torture of political prisoners by the police ."	"---"	"22703599"
"524"	"3587960_v0.0.0"	"20000616"	"2000"	"06"	"16"	"---MIL"	""	"MIL"	""	"---MIL"	""	"MIL"	""	"0341"	"03"	"1"	"7.0"	"ID_DEMOCRACY,1;ELECTION,1"	"-18.0"	"178.0"	"Republic of Fiji"	""	"FJI"	""	"5e29e62836b9743750f3c2fb_12"	"---"	"NYT"	"The military says it wants to guide Fiji back to democracy but has warned that it could take years before elections are held again ."	"---"	"23735881"
"525"	"3587961_v0.0.0"	"20010720"	"2001"	"07"	"20"	"GBR"	"GBR"	""	""	"CAN"	"CAN"	""	""	"040"	"04"	"1"	"1.0"	""	"35.68536"	"139.75309"	"Japan"	""	"JPN"	""	"5e29e62836b9743750f3c304_14"	"---"	"NYT"	"The leaders of the industrialized nations -- Britain , Canada , France , Germany , Italy , Japan and the United States -- meet on Friday ."	"---"	"23787819"
"526"	"3587962_v0.0.0"	"19871130"	"1987"	"11"	"30"	"KORCIV"	"KOR"	""	"CIV"	"KORREB"	"KOR"	"REB"	""	"050"	"05"	"1"	"3.5"	""	"37.566"	"126.9784"	"Seoul"	""	"KOR"	""	"5e29e62836b9743750f3c2bf_5"	"---"	"NYT"	"The crowds in Seoul also heard a former general reveal new details of the Kwangju uprising of 1980 , which left nearly 200 dead by Government count and 2,000 by the opposition 's tally ."	"---"	"22830800"
"527"	"3587963_v0.0.0"	"19990414"	"1999"	"04"	"14"	"---MIL"	""	"MIL"	""	"COLREB"	"COL"	"REB"	""	"090"	"09"	"3"	"-2.0"	""	"4.0"	"-73.25"	"Republic of Colombia"	""	"COL"	""	"5e29e62836b9743750f3c2ec_0"	"---"	"NYT"	"Soldiers searched the jungles of a remote region of northern Colombia today for Marxist rebels who hijacked a commercial airliner on Monday , kidnapping all 46 people on board and spiriting them down a river in canoes ."	"---"	"23657685"
"528"	"3587964_v0.0.0"	"20051026"	"2005"	"10"	"26"	"---CVL"	""	"CVL"	""	"---EDU"	""	"EDU"	""	"040"	"04"	"1"	"1.0"	"POSTSECONDARY_EDUCATION,1"	""	""	""	""	""	""	"5e29e62836b9743750f3c346_137"	"---"	"NYT"	"Horrified that he was so determined to go to war , his parents pushed him to think about college , acting or even modeling ."	"---"	"24068728"
"529"	"3587965_v0.0.0"	"19800928"	"1980"	"09"	"28"	"---GOV"	""	"GOV"	""	"---AGR"	""	""	"AGR"	"060"	"06"	"2"	"6.0"	""	""	""	""	""	""	""	"5e29e62836b9743750f3c28e_34"	"---"	"NYT"	"The junta 's land reforms have benefited nearly one million peasants and apparently eroded support for the left ."	"---"	"22366634"
"530"	"3587966_v0.0.0"	"20040211"	"2004"	"02"	"11"	"IRQOCC"	"IRQ"	""	"OCC"	"---PPL"	""	""	"PPL"	"190"	"19"	"4"	"-10.0"	""	"33.0"	"44.0"	"Republic of Iraq"	""	"IRQ"	""	"5e29e62836b9743750f3c32b_35"	"---"	"NYT"	"Only two other bombings in Iraq have killed more people ."	"---"	"23971884"
"531"	"3587967_v0.0.0"	"19861227"	"1986"	"12"	"27"	"---UAF"	""	""	"UAF"	"---COP"	""	"COP"	""	"190"	"19"	"4"	"-10.0"	"SECURITY_SERVICES,1"	""	""	""	""	""	""	"5e29e62836b9743750f3c2b4_4"	"---"	"NYT"	"The police were stoned by the militants when they intervened to help the imam enter the mosque ."	"---"	"22738172"
"532"	"3587968_v0.0.0"	"19860224"	"1986"	"02"	"24"	"---EDU"	""	"EDU"	""	"---EDU"	""	"EDU"	""	"030"	"03"	"1"	"4.0"	"SCHOOLS,2"	""	""	""	""	""	""	"5e29e62836b9743750f3c2b6_3"	"---"	"NYT"	"Central and local school board officials have offered a variety of explanations for the tepid response , ranging from new financial disclosure requirements to disillusionment with school decentralization ."	"---"	"22750018"
"533"	"3587969_v0.0.0"	"20010720"	"2001"	"07"	"20"	"USA"	"USA"	""	""	"ITA"	"ITA"	""	""	"040"	"04"	"1"	"1.0"	""	"35.68536"	"139.75309"	"Japan"	""	"JPN"	""	"5e29e62836b9743750f3c304_14"	"---"	"NYT"	"The leaders of the industrialized nations -- Britain , Canada , France , Germany , Italy , Japan and the United States -- meet on Friday ."	"---"	"23787819"
"534"	"3587970_v0.0.0"	"19841014"	"1984"	"10"	"14"	"---JEW"	""	""	"JEW"	"---COP"	""	"COP"	""	"190"	"19"	"4"	"-10.0"	"SECURITY_SERVICES,1"	"40.78343"	"-73.96625"	"Manhattan"	"New York"	"USA"	""	"5e29e62836b9743750f3c29b_0"	"---"	"NYT"	"Several hundred Hasidic Jews broke through police barriers last night surrounding the Manhattan auditorium where the Prime Minister Shimon Peres of Israel was speaking to protest the bulldozing of an ancient graveyard in Israel ."	"---"	"22598172"
"535"	"3587971_v0.0.0"	"20020329"	"2002"	"03"	"29"	"USA"	"USA"	""	""	"PSE"	"PSE"	""	""	"010"	"01"	"0"	"0.0"	""	"39.76"	"-98.5"	"United States"	""	"USA"	""	"5e29e62836b9743750f3c31d_25"	"---"	"NYT"	"`` The United States still hesitates to take a strict decision to stop the Israeli aggression , though it declared its vision for a Palestinian state and reaffirmed its decision in the United Nations resolution , '' he told the assembled leaders ."	"---"	"23890419"
"536"	"3587972_v0.0.0"	"19801227"	"1980"	"12"	"27"	"---OPP"	""	"OPP"	""	"INDAGR"	"IND"	""	"AGR"	"050"	"05"	"1"	"3.5"	"AGRICULTURE,2"	"19.03681"	"73.01582"	"Navi Mumbai"	"State of Mahārāshtra"	"IND"	""	"5e29e62836b9743750f3c28b_11"	"---"	"NYT"	"Six opposition parties combined to organize the march in favor of a better deal for Maharashtra farmers who had been agitating for `` remunerative prices '' for their crops ."	"---"	"22356554"
"537"	"3587973_v0.0.0"	"19970910"	"1997"	"09"	"10"	"PSECOP"	"PSE"	"COP"	""	"PSEREBHMSCOP"	"PSE"	"REB"	"HMS;COP"	"173"	"17"	"4"	"-5.0"	"NAMED_TERROR_GROUP,1;SECURITY_SERVICES,1"	"31.5"	"34.46667"	"Gaza"	"Gaza Strip"	"PSE"	""	"5e29e62836b9743750f3c2e3_3"	"---"	"NYT"	"Hamas members and a Palestinian security officer in Gaza said that the police had rounded up as many as 200 members of the movement for questioning overnight Monday and that 50 to 100 of them had been jailed ."	"---"	"23547196"
"538"	"3587974_v0.0.0"	"19840404"	"1984"	"04"	"04"	"---PPL"	""	""	"PPL"	"---HINOPP"	""	""	"HIN;OPP"	"190"	"19"	"4"	"-10.0"	"ASSASSINATION,1;TERROR,1"	"31.63661"	"74.87476"	"Amritsar"	"State of Punjab"	"IND"	""	"5e29e62836b9743750f3c2a3_5"	"---"	"NYT"	"Toll At Least 142 At least 15 people have died in Punjabi violence in the last 72 hours , including a Hindu opposition leader who was assassinated by Sikh terrorists in Amritsar on Monday ."	"---"	"22611147"
"539"	"3587975_v0.0.0"	"20011230"	"2001"	"12"	"30"	"IMGMUSALQ"	"IMG"	""	"MUS;ALQ"	"AFG"	"AFG"	""	""	"150"	"15"	"4"	"-7.2"	""	"16.0"	"30.0"	"Republic of the Sudan"	""	"SDN"	""	"5e29e62836b9743750f3c307_169"	"---"	"NYT"	"In the two years since leaving Sudan , Mr. bin Laden had built a formidable base in Afghanistan ."	"---"	"23810040"
"540"	"3587976_v0.0.0"	"19871101"	"1987"	"11"	"01"	"CHNCOP"	"CHN"	"COP"	""	"---OPP"	""	"OPP"	""	"190"	"19"	"4"	"-10.0"	"SECURITY_SERVICES,2;VIOLENT_UNREST,1"	""	""	""	""	""	""	"5e29e62836b9743750f3c2c2_20"	"---"	"NYT"	"A Chinese police station was burned and at least nine Tibetan protesters were killed when armed police fired into the crowd ."	"---"	"22835353"
"541"	"3587977_v0.0.0"	"19960926"	"1996"	"09"	"26"	"PSECVL"	"PSE"	"CVL"	""	"---JEWREL"	""	""	"JEW;REL"	"182"	"18"	"4"	"-9.5"	""	""	""	""	""	""	""	"5e29e62836b9743750f3c2de_21"	"---"	"NYT"	"On Tuesday , angry Palestinian youths pelted Jewish worshipers at the Western Wall with stones , forcing a brief evacuation ."	"---"	"23498517"
"542"	"3587978_v0.0.0"	"20011230"	"2001"	"12"	"30"	"USA"	"USA"	""	""	"---UAF"	""	""	"UAF"	"010"	"01"	"0"	"0.0"	"TERROR,1"	""	""	""	""	""	""	"5e29e62836b9743750f3c307_155"	"---"	"NYT"	"American officials counted the operations as a success and believed they had disrupted a potentially dangerous terrorist cell ."	"---"	"23810040"
"543"	"3587979_v0.0.0"	"19861228"	"1986"	"12"	"28"	"---REB"	""	"REB"	""	"PAK"	"PAK"	""	""	"010"	"01"	"0"	"0.0"	"NAMED_TERROR_GROUP,1"	"35.83603"	"71.36554"	"Peshāwur"	"Velāyat-e Nūrestān"	"AFG"	""	"5e29e62836b9743750f3c2b8_9"	"---"	"NYT"	"Seek to End Present System Another guerrilla chief , Sibghatullah Mujaddidi of the National Liberation Front , said at a meeting near Peshawar that the Afghan people would accept only a settlement that ended the Soviet military presence and the Communist system in Afghanistan ."	"---"	"22769770"
"544"	"3587980_v0.0.0"	"19960212"	"1996"	"02"	"12"	"---OPP"	""	"OPP"	""	"JPN"	"JPN"	""	""	"141"	"14"	"4"	"-6.5"	""	""	""	""	""	""	""	"5e29e62836b9743750f3c2e2_1"	"---"	"NYT"	"Protesters burned the Japanese flag and an effigy of the Japanese foreign minister , Yukhiko Ikeda ."	"---"	"23528688"
"545"	"3587981_v0.0.0"	"19900512"	"1990"	"05"	"12"	"---LEG"	""	""	"LEG"	"---CHRGOV"	""	""	"CHR;GOV"	"112"	"11"	"3"	"-2.0"	"ID_DEMOCRACY,1"	""	""	""	""	""	""	"5e29e62836b9743750f3c2d3_7"	"---"	"NYT"	"But Gregor Gysi , a member of Parliament and head of the former Communist Party , blamed the Christian Democratic Government of Prime Minister Lothar de Maiziere for the uncertainty among East Germans ."	"---"	"23033743"
"546"	"3587982_v0.0.0"	"20040601"	"2004"	"06"	"01"	"---COP"	""	"COP"	""	"---PPL"	""	""	"PPL"	"190"	"19"	"4"	"-10.0"	"SECURITY_SERVICES,1"	""	""	""	""	""	""	"5e29e62836b9743750f3c333_10"	"---"	"NYT"	"Dozens of people were reported wounded in the clashes , and at least two people were killed by police gunfire , a private news channel reported ."	"---"	"24006322"
"547"	"3587983_v0.0.0"	"20051027"	"2005"	"10"	"27"	"ISRGOVMIL"	"ISR"	"GOV"	"MIL"	"ISRGOV"	"ISR"	"GOV"	""	"037"	"03"	"1"	"5.0"	""	"31.5"	"34.46667"	"Gaza"	""	"PSE"	""	"5e29e62836b9743750f3c347_32"	"---"	"NYT"	"In neighboring Egypt , President Hosni Mubarak and Israel 's defense minister , Shaul Mofaz , reached an agreement in principle that would allow the reopening of the Rafah border crossing between southern Gaza and Egypt ."	"---"	"24068845"
"548"	"3587984_v0.0.0"	"20030707"	"2003"	"07"	"07"	"PSE"	"PSE"	""	""	"PSEMIL"	"PSE"	"MIL"	""	"100"	"10"	"3"	"-5.0"	""	"-28.23078"	"28.30707"	"Bethlehem"	""	"ZAF"	""	"5e29e62836b9743750f3c323_15"	"---"	"NYT"	"The Palestinians are demanding more Israeli troop withdrawals from West Bank towns after the pullout last week from Bethlehem and much of the Gaza Strip ."	"---"	"23941399"
"549"	"3587985_v0.0.0"	"20010605"	"2001"	"06"	"05"	"---GOV"	""	"GOV"	""	"---PPL"	""	""	"PPL"	"100"	"10"	"3"	"-5.0"	""	""	""	""	""	""	""	"5e29e62836b9743750f3c306_7"	"---"	"NYT"	"As the street violence neared a boil , the government imposed a curfew , ordering people indoors from 4 p.m. today until 5 a.m. Tuesday ."	"---"	"23806861"
"550"	"3587986_v0.0.0"	"19871122"	"1987"	"11"	"22"	"KORELI"	"KOR"	""	"ELI"	"---GOV"	""	"GOV"	""	"030"	"03"	"1"	"4.0"	""	""	""	""	""	""	""	"5e29e62836b9743750f3c2c0_8"	"---"	"NYT"	"Kim Young Sam , who says that he can not lose , is betting that South Koreans want a change from the present military-installed Government , and that this will lead to rejection of Roh Tae Woo , the governing party candidate ."	"---"	"22831979"
"551"	"3587987_v0.0.0"	"19941028"	"1994"	"10"	"28"	"---PPL"	""	""	"PPL"	"---PPL"	""	""	"PPL"	"190"	"19"	"4"	"-10.0"	"SUICIDE_ATTACK,1;SECURITY_SERVICES,1"	"42.97638"	"47.50236"	"Makhachkala"	"Dagestan"	"RUS"	""	"5e29e62836b9743750f3c2dc_2"	"---"	"NYT"	"In southern Russia , a man who seized a small passenger plane in Makhachkala blew himself up when police commandos stormed the plane in thick fog at dawn today ."	"---"	"23360859"
"552"	"3587988_v0.0.0"	"19810207"	"1981"	"02"	"07"	"FRA"	"FRA"	""	""	"USAGOV"	"USA"	"GOV"	""	"110"	"11"	"3"	"-2.0"	""	"48.85341"	"2.3488"	"Paris"	"Île-de-France"	"FRA"	""	"5e29e62836b9743750f3c293_8"	"---"	"NYT"	"Trust in the Reagan Administration was expressed by the leaders of France and West Germany as they completed a two-day meeting in Paris ."	"---"	"22444089"
"553"	"3587989_v0.0.0"	"20051027"	"2005"	"10"	"27"	"EGYGOV"	"EGY"	"GOV"	""	"ISRGOVMIL"	"ISR"	"GOV"	"MIL"	"037"	"03"	"1"	"5.0"	""	"31.5"	"34.46667"	"Gaza"	""	"PSE"	""	"5e29e62836b9743750f3c347_32"	"---"	"NYT"	"In neighboring Egypt , President Hosni Mubarak and Israel 's defense minister , Shaul Mofaz , reached an agreement in principle that would allow the reopening of the Rafah border crossing between southern Gaza and Egypt ."	"---"	"24068845"
"554"	"3587990_v0.0.0"	"20050301"	"2005"	"03"	"01"	"IRQOCC"	"IRQ"	""	"OCC"	"JORELI"	"JOR"	""	"ELI"	"010"	"01"	"0"	"0.0"	""	"35.0"	"38.0"	"Syrian Arab Republic"	""	"SYR"	""	"5e29e62836b9743750f3c33a_18"	"---"	"NYT"	"Iraqi officials declined to provide any further details about Mr. Hassan 's capture or about reports that Syria had handed over 29 additional suspected insurgents , citing a need for secrecy about current operations ."	"---"	"24033916"
"555"	"3587991_v0.0.0"	"19970910"	"1997"	"09"	"10"	"PSEGOV"	"PSE"	"GOV"	""	"PSE"	"PSE"	""	""	"180"	"18"	"4"	"-9.0"	""	""	""	""	""	""	""	"5e29e62836b9743750f3c2e3_10"	"---"	"NYT"	"The sweep overnight Monday was only the second large roundup since the Palestinian Authority took power in the Gaza Strip and parts of the West Bank ."	"---"	"23547196"
"556"	"3587992_v0.0.0"	"19990623"	"1999"	"06"	"23"	"---CVL"	""	"CVL"	""	"---GOV"	""	"GOV"	""	"0252"	"02"	"0"	"3.0"	""	""	""	""	""	""	""	"5e29e62836b9743750f3c2f5_40"	"---"	"NYT"	"Mayor Idan proposed last week that the city be severed from two of its Arab neighborhoods ."	"---"	"23689546"
"557"	"3587993_v0.0.0"	"19970910"	"1997"	"09"	"10"	"PSEGOV"	"PSE"	"GOV"	""	"PSEREBHMSUAF"	"PSE"	"REB"	"HMS;UAF"	"173"	"17"	"4"	"-5.0"	"NAMED_TERROR_GROUP,1;SUICIDE_ATTACK,1"	"31.76904"	"35.21633"	"Jerusalem"	""	"ISR"	""	"5e29e62836b9743750f3c2e3_0"	"---"	"NYT"	"Under heavy Israeli and American pressure to crackdown on Islamic militants after recent suicide bombings in Jerusalem , the Palestinian Authority was reported today to have arrested scores of suspected members of the militant Hamas movement in the Gaza Strip ."	"---"	"23547196"
"558"	"3587994_v0.0.0"	"20050712"	"2005"	"07"	"12"	"---REB"	""	"REB"	""	"IRQOCCMILREB"	"IRQ"	""	"OCC;MIL;REB"	"183"	"18"	"4"	"-10.0"	"SUICIDE_ATTACK,2"	"33.80809"	"44.53343"	"Khāliş"	"Diyālá"	"IRQ"	""	"5e29e62836b9743750f3c344_8"	"---"	"NYT"	"On June 15 , a suicide bomber wearing an army uniform blew himself up in an Iraqi Army mess hall in Khalis , killing 26 soldiers ."	"---"	"24053883"
"559"	"3587995_v0.0.0"	"20041102"	"2004"	"11"	"02"	"ISRMIL"	"ISR"	"MIL"	""	"---PPL"	""	""	"PPL"	"030"	"03"	"1"	"4.0"	""	"32.22111"	"35.25444"	"Nablus"	"West Bank"	"PSE"	""	"5e29e62836b9743750f3c327_36"	"---"	"NYT"	"In Nablus on Monday , Israeli troops killed three wanted men in an exchange of fire in an effort to arrest five suspects belonging to Al Aksa Martyrs Brigades ."	"---"	"23964526"
"560"	"3587996_v0.0.0"	"20010720"	"2001"	"07"	"20"	"DEU"	"DEU"	""	""	"JPN"	"JPN"	""	""	"040"	"04"	"1"	"1.0"	""	"35.68536"	"139.75309"	"Japan"	""	"JPN"	""	"5e29e62836b9743750f3c304_14"	"---"	"NYT"	"The leaders of the industrialized nations -- Britain , Canada , France , Germany , Italy , Japan and the United States -- meet on Friday ."	"---"	"23787819"
"561"	"3587997_v0.0.0"	"19880502"	"1988"	"05"	"02"	"---COP"	""	"COP"	""	"---PPL"	""	""	"PPL"	"010"	"01"	"0"	"0.0"	"SECURITY_SERVICES,1;LABOR_STRIKE,1"	"52.22977"	"21.01178"	"Warsaw"	"Województwo Mazowieckie"	"POL"	""	"5e29e62836b9743750f3c2ca_3"	"---"	"NYT"	"In Warsaw , the police dispersed several thousand people who sought to form a procession , after a Roman Catholic Mass , bearing Solidarty banners and chanting slogans in support of striking workers ."	"---"	"22925384"
"562"	"3587998_v0.0.0"	"20040202"	"2004"	"02"	"02"	"---REB"	""	"REB"	""	"IRQOCCPTYMUS"	"IRQ"	""	"OCC;PTY;MUS"	"180"	"18"	"4"	"-9.0"	"SUICIDE_ATTACK,1"	"33.0"	"44.0"	"Republic of Iraq"	""	"IRQ"	""	"5e29e62836b9743750f3c32d_0"	"---"	"NYT"	"Two suicide bombers killed at least 56 people and wounded at least 200 here on Sunday during Muslim holiday celebrations inside the separate headquarters of Iraq 's two leading Kurdish political parties , officials said ."	"---"	"23976893"
"563"	"3587999_v0.0.0"	"20020811"	"2002"	"08"	"11"	"USA"	"USA"	""	""	"RUSMIL"	"RUS"	"MIL"	""	"010"	"01"	"0"	"0.0"	""	""	""	""	""	""	""	"5e29e62836b9743750f3c315_17"	"---"	"NYT"	"More recently in the Caucasus , Arthur C. Helton at the Council on Foreign Relations in New York said , `` Russian soldiers in Chechnya pick up Chechen men all the time and send them to ` filtration centers , ' where they are treated harshly , and some of them disappear ; but the Chechens also capture or kidnap Russians or other Chechens or foreigners . ''"	"---"	"23878733"
"564"	"3588000_v0.0.0"	"20051026"	"2005"	"10"	"26"	"---CVL"	""	"CVL"	""	"---CVL"	""	"CVL"	""	"040"	"04"	"1"	"1.0"	""	""	""	""	""	""	""	"5e29e62836b9743750f3c346_65"	"---"	"NYT"	"Many parents said they found second and third deployments more gut-wrenching than first ones , partly because they had learned from their children about the gruesome realities of war , and partly because death seemed to loom larger with each tour ."	"---"	"24068728"
"565"	"3588001_v0.0.0"	"20010208"	"2001"	"02"	"08"	"---MED"	""	"MED"	""	"---GOV"	""	"GOV"	""	"112"	"11"	"3"	"-2.0"	""	""	""	""	""	""	""	"5e29e62836b9743750f3c303_10"	"---"	"NYT"	"The independent news media have accused the government of condoning violence , disregarding court orders and damaging the economy ."	"---"	"23778450"
"566"	"3588002_v0.0.0"	"20040601"	"2004"	"06"	"01"	"PAK"	"PAK"	""	""	"---MUS"	""	""	"MUS"	"190"	"19"	"4"	"-10.0"	""	"24.9056"	"67.0822"	"Karachi"	"Sindh"	"PAK"	""	"5e29e62836b9743750f3c333_17"	"---"	"NYT"	"The sectarian violence in Karachi has followed a distinct pattern , with Sunni leaders singled out individually for attack while Shiite mosques have been hit by bombings ."	"---"	"24006322"
"567"	"3588003_v0.0.0"	"20021010"	"2002"	"10"	"10"	"---MIL"	""	"MIL"	""	"---MIL"	""	"MIL"	""	"015"	"01"	"0"	"0.0"	""	""	""	""	""	""	""	"5e29e62836b9743750f3c313_19"	"---"	"NYT"	"The army said soldiers returned fire after shots were fired at an armored patrol along the border road ."	"---"	"23873100"
"568"	"3588004_v0.0.0"	"19860104"	"1986"	"01"	"04"	"LBYOPP"	"LBY"	"OPP"	""	"LBY"	"LBY"	""	""	"0334"	"03"	"1"	"6.0"	"RETALIATION,1"	"28.0"	"17.0"	"Libya"	""	"LBY"	""	"5e29e62836b9743750f3c2b7_6"	"---"	"NYT"	"Protesters in several Libyan cities , including Sebha , Mizante and Zarma , said they would defend Libya if the United States or Israel used military force to avenge the airport attacks , the reports said ."	"---"	"22758215"
